"樟原","Zhangyuan"
"崁頂街","Kanding St."
"福德坑","Fudekeng"
"安農8路","Annong 8th Rd."
"延平2路","Yanping 2nd Rd."
"石坊街","Shifang St."
"八德1街","Bade 1st St."
"憲德戲院巷","Siande Theater Ln."
"臺興南路","Taixing S. Rd."
"頭前","Touqian"
"松槐路","Songhuai Rd."
"東8街","E. 8th St."
"嚨口","Longkou"
"順興街","Shunxing St."
"陸光3街","Luguang 3rd St."
"澄合1街","Chenghe 1st St."
"慶安新村","Qing’an Vil."
"三社東路","Sanshe E. Rd."
"后庄5街","Houzhuang 5th St."
"永瑞街","Yongrui St."
"文光路","Wenguang Rd."
"大仁9街","Daren 9th St."
"土壟","Tulong"
"惠中路","Huizhong Rd."
"弘道街","Hongdao St."
"民治","Minzhi"
"文雅東街","Wenya E. St."
"火燒寮","Huoshaoliao"
"五爪崙","Wuzhualun"
"快樂二村","Kuaile 2nd Vil."
"保水1路","Baoshui 1st Rd."
"金敏","Jinmin"
"永和路","Yonghe Rd."
"三和街","Sanhe St."
"大舍北路","Dashe N. Rd."
"料羅新村","Liaoluo Vil."
"興隆","Xinglong"
"硫酸錏巷","Liusuanya Ln."
"美寮路","Meiliao Rd."
"北汕尾3路","Beishanwei 3rd Rd."
"土場","Tuchang"
"港西","Gangxi"
"砲臺山","Paotaishan"
"信義","Xinyi 6th Ln."
"池南路","Chinan Rd."
"磅空子","Bangkongzi"
"樹人3街","Shuren 3rd St."
"科東1路","Kedong 1st Rd."
"朝昇路","Chaosheng Rd."
"大成15街","Dacheng 15th St."
"高原路","Gaoyuan Rd."
"義教東路","Yijiao E. Rd."
"蛇子形路","Shezixing Rd."
"德芳路","Defang Rd."
"樹仁5街","Shuren 5th St."
"城南1街","Chengnan 1st St."
"天民路","Tianmin Rd."
"新美街","Xinmei St."
"料角坑","Liaojiaokeng"
"東光街","Dongguang St."
"插角","Chajiao"
"洛陽路","Luoyang Rd."
"英雄路","Yingxiong Rd."
"環湖西路","Huanhu W. Rd."
"士賢街","Shixian St."
"環島北路","Huandao N. Rd."
"明鳳8街","Mingfeng 8th St."
"修心路","Xiuxin Rd."
"民學路","Minxue Rd."
"嘉安7街","Jia’an 7th St."
"裕民街","Yumin St."
"民權2路","Minquan 2nd Rd."
"鹽田3街","Yantian 3rd St."
"石鹿","Shilu"
"大片頭","Dapiantou"
"東峰路","Dongfeng Rd."
"青雲","Qingyun"
"墾地","Kendi"
"清潭路","Qingtan Rd."
"梧桐巷","Wutong Ln."
"文林路","Wenlin Rd."
"大銑櫃","Daxiangui"
"石園一村","Shiyuan 1st Vil."
"民國街","Minguo St."
"黃內巷","Huangnei Ln."
"大源4街","Dayuan 4th St."
"立達街","Lida St."
"大德4街","Dade 4th St."
"富美巷","Fumei Ln."
"勝利十街","Shengli 10th St."
"小南勢","Xiaonanshi"
"烏松路","Wusong Rd."
"太乙1街","Taiyi 1st St."
"豐樂北1路","Fengle N. 1st Rd."
"郡興路","Junxing Rd."
"旗山路","Qishan Rd."
"後街","Hou St."
"月北路","Yuebei Rd."
"窯前","Yaoqian"
"頂福","Dingfu"
"龍川4街","Longchuan 4th St."
"東成路","Dongcheng Rd."
"太武社區","Taiwu Community"
"崙尾巷","Lunwei Ln."
"土庫","Tuku"
"春亭1街","Chunting 1st St."
"土葛路","Tuge Rd."
"學4街","Xue 4th St."
"州平2街","Zhouping 2nd St."
"頂枋仔林","Dingfangzailin"
"瑪卡札亞街","Makazhaya St."
"塘興村","Tangxing Vil."
"楓樹湖","Fengshuhu"
"建平17街","Jianping 17th St."
"啟昌街","Qichang St."
"仙鹿巷","Xianlu Ln."
"鳳東街","Fengdong St."
"崁頂路","Kanding Rd."
"銀和街","Yinhe St."
"光華農場","Guanghua Farm"
"龍元路","Longyuan Rd."
"三義街","Sanyi St."
"獅頭巷","Shitou Ln."
"信義橋","Xinyiqiao"
"中興十街","Zhongxing 10th St."
"隆興街","Longxing St."
"園南3路","Yuannan 3rd Rd."
"甲新路","Jiaxin Rd."
"公正1街","Gongzheng 1st St."
"過圳路","Guozun Rd."
"大信街","Daxin St."
"湖北街","Hubei St."
"宜昌7街","Yichang 7th St."
"華祥3街","Huaxiang 3rd St."
"鳥嶼漁港新村","Niaoyuyugang Vil."
"頂社","Dingshe"
"五守街","Wushou St."
"農會地","Nonghuidi"
"興福街","Xingfu St."
"西勢6街","Xishi 6th St."
"梅林5街","Meilin 5th St."
"泉水窩","Quanshuiwo"
"德明路","Deming Rd."
"興華二村","Xinghua 2nd Vil."
"聖心路","Shengxin Rd."
"新勝街","Xinsheng St."
"介壽路","Jieshou Rd."
"明義新村","Mingyi Vil."
"忠孝5街","Zhongxiao 5th St."
"水道頭","Shuidaotou"
"桂園路","Guiyuan Rd."
"存德路","Cunde Rd."
"獅頭山","Shitoushan"
"北勢寮","Beishiliao"
"百二份","Bai’erfen"
"朝馬路","Chaoma Rd."
"永美路","Yongmei Rd."
"明清3街","Mingqing 3rd St."
"關聖路","Guansheng Rd."
"林榮路","Linrong Rd."
"瑞仁路","Ruiren Rd."
"寶島巷","Baodao Ln."
"保安街","Bao’an St."
"霧工5路","Wugong 5th Rd."
"民孝路","Minxiao Rd."
"寶溪北街","Baoxi N. St."
"精忠四村","Jingzhong 4th Vil."
"武威段","Sec. Wuwei"
"福大北路","Fuda N. Rd."
"興建街","Xingjian St."
"興化店","Xinghuadian"
"維仁路","Weiren Rd."
"新義路","Xinyi Rd."
"雙溪社區","Shuangxi Community"
"竹圍東街","Zhuwei E. St."
"北勢子","Beishizi"
"中","Central 2nd Ln."
"西苑2街","Xiyuan 2nd St."
"方圓街","Fangyuan St."
"鍾山新村","Zhongshan Vil."
"自力路","Zili Rd."
"行義路","Xingyi Rd."
"義林南路","Yilin S. Rd."
"慶豐8街","Qingfeng 8th St."
"祥興","Xiangxing 3rd Ln."
"碧江街","Bijiang St."
"井泉街","Jingquan St."
"民權","Minquan 1st Ln."
"龍江街","Longjiang St."
"篤實巷","Dushi Ln."
"宜春路","Yichun Rd."
"民國路","Minguo Rd."
"文中北路","Wenzhong N. Rd."
"小新營","Xiaoxinying"
"友愛東街","You’ai E. St."
"和泰路","Hetai Rd."
"文林街","Wenlin St."
"本漁路","Benyu Rd."
"吉興4街","Jixing 4th St."
"合江2路","Hejiang 2nd Rd."
"許秀才","Xuxiucai"
"海鷗路","Hai’ou Rd."
"東峰街","Dongfeng St."
"后尾二橫巷","Houwei 2nd Side Ln."
"建進1路","Jianjin 1st Rd."
"文昌東3街","Wenchang E. 3rd St."
"後路","Houluxiangshiwuhou Aly."
"文峰巷","Wenfeng Ln."
"鶯鳴","Yingming 1st Ln."
"瑞信街","Ruixin St."
"裕和3街","Yuhe 3rd St."
"福建3街","Fujian 3rd St."
"小南坑","Xiaonankeng"
"三結路","Sanjie Rd."
"沙崙","Shalun"
"食水嵙巷","Shishuike Ln."
"孝東路","Xiaodong Rd."
"仁勇路","Renyong Rd."
"水田","Shuitian"
"竹正路","Zhuzheng Rd."
"五經巷","Wujing Ln."
"樂利5街","Leli 5th St."
"永義2街","Yongyi 2nd St."
"美術東4路","Meishu E. 4th Rd."
"金山18街","Jinshan 18th St."
"重慶1街","Chongqing 1st St."
"龍峎寮","Longlangliao"
"民權2街","Minquan 2nd St."
"頂聖街","Dingsheng St."
"致祥1街","Zhixiang 1st St."
"陸安","Lu’an"
"裕民路","Yumin Rd."
"小南埔","Xiaonanpu"
"集成路","Jicheng Rd."
"芎蕉2街","Qiongjiao 2nd St."
"清成街","Qingcheng St."
"正勤路","Zhengqin Rd."
"路平路","Luping Rd."
"埔仁街","Puren St."
"廣田路","Guangtian Rd."
"三和路","Sanhe Rd."
"四維4路","Siwei 4th Rd."
"頂窩","Dingwo"
"衙華街","Yahua St."
"龍安2街","Long’an 2nd St."
"吳厝6街","Wucuo 6th St."
"竹林巷","Zhulin Ln."
"電廠巷","Dianchang Ln."
"高原街","Gaoyuan St."
"嘉東中路","Jiadong Central Rd."
"林湖路","Linhu Rd."
"後宅巷","Houzhai Ln."
"國盛7街","Guosheng 7th St."
"三橋仔","Sanqiaozai"
"土巷","Tu Ln."
"永春東7路","Yongchun E. 7th Rd."
"陜西東4街","Shanxi E. 4th St."
"文光街","Wenguang St."
"中盛村","Zhongsheng Vil."
"豐偉路","Fengwei Rd."
"科大1路","Keda 1st Rd."
"土崎","Tuqi"
"順興路","Shunxing Rd."
"明政街","Mingzheng St."
"都歷路","Duli Rd."
"東8路","E. 8th Rd."
"籬仔內路","Lizainei Rd."
"福中巷","Fuzhong Ln."
"領航北路","Linghang N. Rd."
"建3路","Jian 3rd Rd."
"隆德新村","Longde Vil."
"中清3街","Zhongqing 3rd St."
"福錦路","Fujin Rd."
"池府路","Chifu Rd."
"清水坑","Qingshuikeng"
"金泰路","Jintai Rd."
"淇武蘭路","Qiwulan Rd."
"糖南1街","Tangnan 1st St."
"弘道路","Hongdao Rd."
"後鎮","Houzhen"
"育興街","Yuxing St."
"立中2街","Lizhong 2nd St."
"楓林5路","Fenglin 5th Rd."
"福州5街","Fuzhou 5th St."
"漢威街","Hanwei St."
"許中營","Xuzhongying"
"洲仔路","Zhouzai Rd."
"建國東路","Jianguo E. Rd."
"中福路","Zhongfu Rd."
"苓德路","Lingde Rd."
"南大路","Nanda Rd."
"風櫃尾","Fengguiwei"
"新丹巷","Xindan Ln."
"弘農南街","Hongnong S. St."
"鴻昌街","Hongchang St."
"蘆興南路","Luxing S. Rd."
"德興5路","Dexing 5th Rd."
"頂橋新南巷","Dingqiaoxin S. Ln."
"大義5路","Dayi 5th Rd."
"正忠街","Zhengzhong St."
"栳寮巷","Laoliao Ln."
"金山南路","Jinshan S. Rd."
"蔗南路","Zhenan Rd."
"源園","Yuanyuan"
"鎮德路","Zhende Rd."
"世平4街","Shiping 4th St."
"明正3街","Mingzheng 3rd St."
"康湖路","Kanghu Rd."
"舊店路","Jiudian Rd."
"中山西路","Zhongshan W. Rd."
"明園巷","Mingyuan Ln."
"合德新村","Hede Vil."
"英6街","Ying 6th St."
"仁德5街","Rende 5th St."
"宗聖街","Zongsheng St."
"育德7街","Yude 7th St."
"民生3街","Minsheng 3rd St."
"寶頂巷","Baoding Ln."
"工業6路","Gongye 6th Rd."
"保寧路","Baoning Rd."
"民石","Minshi"
"崇善十街","Chongshan 10th St."
"東勝路","Dongsheng Rd."
"西昌街","Xichang St."
"裕平路","Yuping Rd."
"一德路","Yide Rd."
"太子宅","Taizizhai"
"萬福路","Wanfu Rd."
"平學路","Pingxue Rd."
"正福3街","Zhengfu 3rd St."
"和愛路","He’ai Rd."
"新鴻街","Xinhong St."
"必勝路","Bisheng Rd."
"莊敬巷","Zhuangjing Ln."
"臺北新城","Taibei Xincheng"
"大源33街","Dayuan 33rd St."
"新基南街","Xinji S. St."
"中和7路","Zhonghe 7th Rd."
"臺蓄街","Taixu St."
"上樟路","Shangzhang Rd."
"中富街","Zhongfu St."
"建興橫巷","Jianxing Side Ln."
"海東2街","Haidong 2nd St."
"馬鳴路","Maming Rd."
"壽山路","Shoushan Rd."
"東興5街","Dongxing 5th St."
"新生3街","Xinsheng 3rd St."
"沙美市","Shamei Market Rd."
"溪頭路","Xitou Rd."
"坪林路","Pinglin Rd."
"澄仁西街","Chengren W. St."
"東泰8街","Dongtai 8th St."
"南北5路","Nanbei 5th Rd."
"精華街","Jinghua St."
"小馬路","Xiaoma Rd."
"迪化路","Dihua Rd."
"集賢路","Jixian Rd."
"深井路","Shenjing Rd."
"高城6街","Gaocheng 6th St."
"垹坡","Bangpo"
"觀海路","Guanhai Rd."
"修仁路","Xiuren Rd."
"風沙路","Fengsha Rd."
"水璉路","Shuilian Rd."
"衛民街","Weimin St."
"五港路","Wugang Rd."
"中社3街","Zhongshe 3rd St."
"牛埔子","Niupuzi"
"晉江路","Jinjiang Rd."
"下蚶路","Xiahan Rd."
"凱歌路","Kaige Rd."
"境安2路","Jing’an 2nd Rd."
"公教街","Gongjiao St."
"合興巷","Hexing Ln."
"宮前","Gongqian"
"龍園6路","Longyuan 6th Rd."
"仁信巷","Renxin Ln."
"山水路","Shanshui Rd."
"喬城1街","Qiaocheng 1st St."
"東港村","Donggang Vil."
"棒球6街","Bangqiu 6th St."
"光前路","Guangqian Rd."
"鹽館路","Yanguan Rd."
"安船街","Anchuan St."
"沙基拉雅街","Shajilaya St."
"東北角貨運機坪","Dongbeijiaohuoyunjiping"
"新城路","Xincheng Rd."
"保泰3路","Baotai 3rd Rd."
"景庄街","Jingzhuang St."
"六合巷","Liuhe Ln."
"華崗路","Huagang Rd."
"白蓮路","Bailian Rd."
"紹興北街","Shaoxing N. St."
"文厝巷","Wencuo Ln."
"球崙2路","Qiulun 2nd Rd."
"雙連2段","Shuanglian Sec. 2"
"孝興街","Xiaoxing St."
"水圳巷","Shuizun Ln."
"航站南路","Hangzhan S. Rd."
"尚義機場","Shangyijichang"
"潘厝橫巷","Pancuo Side Ln."
"茶山路","Chashan Rd."
"外林街","Wailin St."
"龍潭南路","Longtan S. Rd."
"立林街","Lilin St."
"神林南路","Shenlin S. Rd."
"埔頂5街","Puding 5th St."
"芎林7街","Qionglin 7th St."
"正平街","Zhengping St."
"正泰","Zhengtai 7th Ln."
"國民7街","Guomin 7th St."
"永豐巷","Yongfeng Ln."
"五福新村","Wufu Vil."
"後鄉","Houxiang Rd."
"捷興1街","Jiexing 1st St."
"鼻頭街","Bitou St."
"霄仁","Xiaoren"
"蓮華巷","Lianhua Ln."
"榮泉街","Rongquan St."
"自立1路","Zili 1st Rd."
"彭佳嶼","Pengjiayu"
"光明新村","Guangming Vil."
"重光南路","Chongguang S. Rd."
"六十六西","Liushiliu W. 1st Ln."
"平和5街","Pinghe 5th St."
"甘棠路","Gantang Rd."
"大度路","Dadu Rd."
"大春3街","Dachun 3rd St."
"同仁巷","Tongren Ln."
"新興街","Xinxing St."
"金府路","Jinfu Rd."
"水哮巷","Shuixiao Ln."
"坡頭背","Potoubei"
"沿海1路","Yanhai 1st Rd."
"工明南3路","Gongming S. 3rd Rd."
"漁港路","Yugang Rd."
"立和路","Lihe Rd."
"源和","Yuanhe"
"翠華路","Cuihua Rd."
"港邊","Gangbian"
"吉利12街","Jili 12th St."
"中央2街","Zhongyang 2nd St."
"後部","Houbu"
"虎","Hu 1st Ln."
"同平","Tongping 2nd Aly."
"幸福29街","Xingfu 29th St."
"佳人山","Jiarenshan"
"宏昇街","Hongsheng St."
"自強3街","Ziqiang 3rd St."
"三合街","Sanhe St."
"崇德2街","Chongde 2nd St."
"二仁路","Erren Rd."
"金橋路","Jinqiao Rd."
"義大12街","Yida 12th St."
"南華巷","Nanhua Ln."
"長龍巷","Changlong Ln."
"縣政十街","Xianzheng 10th St."
"西8街","W. 8th St."
"茄萣路","Jiading Rd."
"粉寮醒吾新村","Fenliaoxingwu Vil."
"尚武街","Shangwu St."
"龍子1街","Longzi 1st St."
"自由街","Ziyou St."
"太昌山邊","Taichang Shanbian"
"臨海路","Linhai Rd."
"烏月路","Wuyue Rd."
"精誠15街","Jingcheng 15th St."
"堅如路","Jianru Rd."
"瑞豊","Ruili"
"水湳街","Shuinan St."
"內定9街","Neiding 9th St."
"成平街","Chengping St."
"田仁路","Tianren Rd."
"九分子","Jiufenzi"
"下舊子埔","Xia Jiuzipu"
"省躬1街","Shenggong 1st St."
"大份田","Dafentian"
"民生","Minsheng 3rd Ln."
"南新路","Nanxin Rd."
"新興南路","Xinxing S. Rd."
"興海巷","Xinghai Ln."
"中美8街","Zhongmei 8th St."
"大榮路","Darong Rd."
"新立街","Xinli St."
"觸口","Chukou"
"自強","Ziqiang 2nd Ln."
"勝利巷","Shengli Ln."
"興龍路","Xinglong Rd."
"成德9街","Chengde 9th St."
"晉江街","Jinjiang St."
"蓮海路","Lianhai Rd."
"聯美路","Lianmei Rd."
"便行巷","Bianxing Ln."
"進偉1路","Jinwei 1st Rd."
"觀海街","Guanhai St."
"豐樂北2路","Fengle N. 2nd Rd."
"箭竹窩","Jianzhuwo"
"高鐵8路","Gaotie 8th Rd."
"新城街","Xincheng St."
"北辰2街","Beichen 2nd St."
"光前街","Guangqian St."
"中南街","Zhongnan St."
"店北路","Dianbei Rd."
"宜和街","Yihe St."
"高坪76街","Gaoping 76th St."
"一成街","Yicheng St."
"站前巷","Zhanqian Ln."
"內奎輝","Neikuihui"
"港邊路","Gangbian Rd."
"公教路","Gongjiao Rd."
"佛宗街","Fozong St."
"菸廠東巷","Yanchang E. Ln."
"向學路","Xiangxue Rd."
"廟前","Miaoqian"
"文豐街","Wenfeng St."
"大通1街","Datong 1st St."
"和愛街","He’ai St."
"一德街","Yide St."
"科工1路","Kegong 1st Rd."
"關渡路","Guandu Rd."
"萬福街","Wanfu St."
"永豐3路","Yongfeng 3rd Rd."
"西昌路","Xichang Rd."
"連表","Lianbiao"
"集賢街","Jixian St."
"黃金城","Huangjincheng"
"文學2街","Wenxue 2nd St."
"修武街","Xiuwu St."
"新莊1路","Xinzhuang 1st Rd."
"南北5街","Nanbei 5th St."
"自忠","Zizhong"
"民治7街","Minzhi 7th St."
"中華西3街","Zhonghua W. 3rd St."
"溪頭街","Xitou St."
"新生3路","Xinsheng 3rd Rd."
"潮厝路","Chaocuo Rd."
"中山西街","Zhongshan W. St."
"三竹路","Sanzhu Rd."
"源成路","Yuancheng Rd."
"水源","Shuiyuan"
"通山路","Tongshan Rd."
"燥樹排","Zaoshupai"
"金門城","Jinmencheng"
"大成巷","Dacheng Ln."
"泰元街","Taiyuan St."
"宮口街","Gongkou St."
"新坡1街","Xinpo 1st St."
"正忠路","Zhengzhong Rd."
"廟口","Miaokou"
"工業6街","Gongye 6th St."
"仁德5路","Rende 5th Rd."
"甲園街","Jiayuan St."
"升學路","Shengxue Rd."
"溫泉巷","Wenquan Ln."
"逢大路","Fengda Rd."
"民隆路","Minlong Rd."
"龍舟路","Longzhou Rd."
"建國東街","Jianguo E. St."
"賴厝","Laicuo"
"新田巷","Xintian Ln."
"美和路","Meihe Rd."
"向上南路","Xiangshang S. Rd."
"大統路","Datong Rd."
"扶輪巷","Fulun Ln."
"楓林5街","Fenglin 5th St."
"延正路","Yanzheng Rd."
"一心西街","Yixin W. St."
"香社路","Xiangshe Rd."
"陝西6街","Shanxi 6th St."
"平廣路","Pingguang Rd."
"守密街","Shoumi St."
"義豐街","Yifeng St."
"大利2路","Dali 2nd Rd."
"富貴3街","Fugui 3rd St."
"仁中6街","Renzhong 6th St."
"永亨路","Yongheng Rd."
"舜耕路","Shungeng Rd."
"石底街","Shidi St."
"愛美路","Aimei Rd."
"德華路","Dehua Rd."
"果毅後","Guoyihou"
"興農1街","Xingnong 1st St."
"自由路","Ziyou Rd."
"臺貿十村","Taimao 10th Vil."
"中松路","Zhongsong Rd."
"尚武路","Shangwu Rd."
"太乙路","Taiyi Rd."
"永和5街","Yonghe 5th St."
"達來巷","Dalai Ln."
"南進4街","Nanjin 4th St."
"牛寮埔","Niuliaopu"
"鎮南路","Zhennan Rd."
"大榮街","Darong St."
"南新街","Nanxin St."
"荳子埔","Douzipu"
"興華巷","Xinghua Ln."
"學堂路","Xuetang Rd."
"港頭巷","Gangtou Ln."
"仁慈8街","Renci 8th St."
"林朋巷","Linpeng Ln."
"三洽坑","Sanqiakeng"
"水湳路","Shuinan Rd."
"玉竹3街","Yuzhu 3rd St."
"河南東1街","Henan E. 1st St."
"臨海街","Linhai St."
"三東巷","Sandong Ln."
"九棚路","Jiupeng Rd."
"草溪東路","Caoxi E. Rd."
"政通5街","Zhengtong 5th St."
"赤蘭埔","Chilanpu"
"金府街","Jinfu St."
"錦安巷","Jin’an Ln."
"新興路","Xinxing Rd."
"仁化工18路","Renhuagong 18th Rd."
"牛寮坑","Niuliaokeng"
"平和5路","Pinghe 5th Rd."
"頭份","Toufen"
"治安街","Zhi’an St."
"金福","Jinfu 2nd Ln."
"水浘","Shuiwei"
"大豐3街","Dafeng 3rd St."
"自強3路","Ziqiang 3rd Rd."
"坡堵","Podu"
"三合路","Sanhe Rd."
"崇德2路","Chongde 2nd Rd."
"里林西路","Lilin W. Rd."
"水流","Shuiliu"
"獅潭","Shitan"
"翠華街","Cuihua St."
"頭庄巷","Touzhuang Ln."
"什股8街","Shigu 8th St."
"大智1街","Dazhi 1st St."
"和盛西街","Hesheng W. St."
"崇德新村","Chongde Vil."
"干城","Gancheng"
"中華東路","Zhonghua E. Rd."
"環工2路","Huangong 2nd Rd."
"深坑巷","Shenkeng Ln."
"糞箕湖","Fenjihu"
"牛埔巷","Niupu Ln."
"松江北路","Songjiang N. Rd."
"新雅巷","Xinya Ln."
"自立1街","Zili 1st St."
"三爪子坑路","Sanzhuazikeng Rd."
"榮泉路","Rongquan Rd."
"南軒路","Nanxuan Rd."
"勝利15街","Shengli 15th St."
"工1路","Gong 1st Rd."
"三元1街","Sanyuan 1st St."
"楠梓西巷","Nanzi W. Ln."
"潮平路","Chaoping Rd."
"民裕街","Minyu St."
"工環路","Gonghuan Rd."
"蘭臺","Lantai"
"海城里","Haicheng Vil."
"保順1街","Baoshun 1st St."
"庄頭巷","Zhuangtou Ln."
"光明12街","Guangming 12th St."
"西銀東巷","Xiyin E. Ln."
"中央西路","Zhongyang W. Rd."
"多福路","Duofu Rd."
"烏橋中路","Wuqiao Central Rd."
"亞東段","Yadong Sec."
"蘇新路","Suxin Rd."
"百齡1路","Bailing 1st Rd."
"舊社路","Jiushe Rd."
"金山2街","Jinshan 2nd St."
"公館街","Gongguan St."
"鄉野","Xiangye"
"嘉和北路","Jiahe N. Rd."
"楠樹窩","Nanshuwo"
"究芎坪","Jiuqiongping"
"嘉和1路","Jiahe 1st Rd."
"三奇路","Sanqi Rd."
"青和街","Qinghe St."
"義竹","Yizhu"
"玉光巷","Yuguang Ln."
"開發2路","Kaifa 2nd Rd."
"東橋十街","Dongqiao 10th St."
"衙國3街","Yaguo 3rd St."
"如意路","Ruyi Rd."
"冷飯坑","Lengfankeng"
"中苗商場","Zhongmiao Market"
"油礦巷","Yougong Ln."
"鹽信街","Yanxin St."
"潮忠路","Chaozhong Rd."
"頂庄巷","Dingzhuang Ln."
"文吉1街","Wenji 1st St."
"線西路","Xianxi Rd."
"仁愛新屯","Ren’aixintun"
"仁忠6街","Renzhong 6th St."
"大成9街","Dacheng 9th St."
"太原4街","Taiyuan 4th St."
"義稠","Yichou"
"猴探井街","Houtanjing St."
"永科7路","Yongke 7th Rd."
"德陽路","Deyang Rd."
"仁屋1街","Renwu 1st St."
"楓樹窩","Fengshuwo"
"北深路","Beishen Rd."
"小楊梅","Xiaoyangmei"
"頂洲","Dingzhou"
"德順街","Deshun St."
"草衙","Caoya 3rd Ln."
"光勳巷","Guangxun Ln."
"下橫街","Xiaheng St."
"興厝路","Xingcuo Rd."
"周厝巷","Zhoucuo Ln."
"民族街","Minzu St."
"添財街","Tiancai St."
"富堵3路","Fudu 3rd Rd."
"七座","Qizuo"
"福來路","Fulai Rd."
"寺山路","Sishan Rd."
"長億十街","Changyi 10th St."
"建新路","Jianxin Rd."
"學園路","Xueyuan Rd."
"日星街","Rixing St."
"南1街","S. 1st St."
"綏遠路","Suiyuan Rd."
"內潭子","Neitanzi"
"祥雲","Xiangyun"
"興德路","Xingde Rd."
"福田巷","Futian Ln."
"松仁街","Songren St."
"崇德14路","Chongde 14th Rd."
